39.37007874015748,181.94094488188975,52.87007874015748,196.94094488188975,III
285.43307086614175,181.94094488188975,313.93307086614175,196.94094488188975,AVF
531.496062992126,181.94094488188975,551.621062992126,196.94094488188975,V3
777.5590551181102,181.94094488188975,797.6840551181102,196.94094488188975,V6
39.37007874015748,323.60761154855646,48.37007874015748,338.60761154855646,II
285.43307086614175,323.60761154855646,313.68307086614175,338.60761154855646,AVL
531.496062992126,323.60761154855646,551.496062992126,338.60761154855646,V2
777.5590551181102,323.60761154855646,797.5590551181102,338.60761154855646,V5
39.37007874015748,465.27427821522315,43.87007874015748,480.27427821522315,I
285.43307086614175,465.27427821522315,315.80807086614175,480.27427821522315,AVR
531.496062992126,465.27427821522315,551.496062992126,480.27427821522315,V1
777.5590551181102,465.27427821522315,797.5590551181102,480.27427821522315,V4
39.37007874015748,48.14829396325459,48.37007874015748,63.14829396325459,II
